1661159537 0 0 2914
1661174879 0 0 12196
1661175005 0 0 14486
1661178586 0 132 14486
1661179007 47 132 14486
1661179276 52 132 14486
1661181468 52 157 14486
1661181480 52 157 14486
1661181691 122 157 14486
1661181732 159 157 14486
1661181740 159 157 14486
1661249887 159 157 14536
1661256758 159 321 14536
1661256765 159 321 14536
1661265704 159 321 14630
1661265718 159 321 14630
1661266288 159 385 14630
1661266295 159 440 14630
1661266313 159 440 14630
1661266322 359 440 14630
1661266352 359 440 14630
1661334610 359 440 14749
1661334760 359 440 14751
1661336717 561 440 14751
1661336725 561 440 14751
1661344874 561 440 14760
1661344891 561 440 14760
1661349975 599 440 14760
1661349983 599 440 14760
1661352584 618 440 14760
1661352586 618 440 14774
1661352590 618 440 14774
1661352608 618 440 14774
1661353654 618 784 14774
1661353660 618 784 14774
1661353930 627 784 14774
1661415568 627 826 14774
1661417741 627 826 14850
1661417754 627 826 14850
1661418921 717 826 14850
1661418928 717 826 14850
1661419789 717 826 14875
1661419815 814 826 14875
1661419822 814 826 14875
1661422196 814 1085 14875
1661422559 814 1085 14902
1661422564 849 1085 14902
1661422687 849 1085 14902
1661422832 849 1085 14907
1661422891 851 1085 14907
1661422896 851 1085 14907
1661423076 851 1098 14907
1661436834 851 1209 14907
1661440859 851 1322 14907
1661440881 863 1322 14907
1661440973 863 1322 14907
1661501868 863 1322 15242
1661501880 863 1322 15242
1661505415 863 1322 15257
1661507586 863 1322 15263
1661509434 863 1322 15274
1661509463 863 1341 15274
1661516759 894 1341 15274
1661516850 894 1341 15274
1661516902 894 1341 15310
1661517113 894 1341 15310
1661519040 894 1443 15310
1661519205 895 1443 15310
1661519252 895 1443 15310
1661519335 895 1449 15310
1661519358 895 1449 15310
1661526353 1076 1449 15310
1661756220 1076 1464 15310
1661757025 1076 1464 15310
1661757457 1076 1464 15385
1661757462 1076 1464 15385
1661757837 1076 1464 15385
1661757861 1078 1464 15385
1661757965 1078 1464 15385
1661761362 1078 1464 15508
1661761369 1078 1464 15545
1661761375 1078 1464 15545
1661761416 1078 1470 15545
1661761444 1113 1470 15545
1661761449 1113 1470 15545
1661761450 1113 1470 15545
1661762011 1113 1470 15557
1661765855 1113 1470 15673
1661766111 1231 1470 15673
1661766120 1231 1543 15673
1661766123 1231 1543 15675
1661766163 1231 1543 15675
1661766172 1231 1543 15675
1661766178 1231 1543 15675
1661766259 1231 1543 15675
1661767582 1231 1543 15678
1661767591 1231 1543 15678
1661767611 1288 1543 15678
1661767645 1288 1543 15678
1661768830 1288 1543 15683
1661768836 1288 1543 15683
1661781115 1288 1543 15749
1661786172 1288 1710 15749
1661786267 1288 1710 15749
1661787116 1380 1710 15749
1661787331 1380 1710 15749
1661843053 1396 1710 15749
1661850608 1396 1894 15749
1661850634 1536 1894 15749
1661850705 1536 1894 15749
1661851550 1536 1894 15934
1661851555 1536 1894 15934
1661853874 1563 1894 15934
1661853880 1563 1894 15934
1661862694 1634 1894 15934
1661862698 1634 2130 15934
1661862887 1634 2130 15934
1661862937 1634 2130 15934
1661864289 1634 2130 16005
1661864416 1634 2130 16005
1661864568 1634 2130 16007
1661865209 1634 2157 16007
1661865212 1634 2157 16007
1661865229 1648 2157 16007
1661865271 1648 2157 16007
1661869400 1665 2157 16007
1661869404 1665 2184 16007
1661869456 1665 2184 16007
1661869710 1665 2186 16007
1661869988 1665 2189 16007
1661870418 1667 2189 16007
1661871099 1671 2189 16007
1661871104 1671 2203 16007
1661871189 1671 2203 16007
1661873508 1671 2203 16197
1661873515 1671 2203 16197
1661873594 1738 2203 16197
1661873606 1738 2203 16197
1661928437 1738 2203 16198
1661928442 1738 2203 16198
1661930240 1738 2285 16198
1661930245 1738 2285 16198
1661930298 1749 2285 16198
1661930307 1749 2285 16198
1661934605 1749 2285 16683
1661934663 1774 2285 16683
1661934667 1774 2285 16683
1661937253 1783 2285 16683
1661937369 1783 2320 16683
1661937375 1783 2320 16683
1661941707 1844 2320 16683
1661951550 1844 2570 16683
1661951562 1860 2570 16683
1661951583 1860 2570 16683
1661952773 1860 2682 16683
1661953385 1860 2682 16713
1661953391 1860 2682 16713
1661954422 1878 2682 16713
1661954427 1878 2682 16713
1661956557 1878 2701 16713
1661956592 1969 2701 16713
1661956611 1969 2701 16713
1661957060 1969 2769 16713
1661958818 1969 2854 16713
1661959215 2022 2854 16713
1661959220 2022 2854 16713
1662024473 2022 2854 17286
1662024583 2022 2854 17286
1662027044 2022 3172 17286
1662034570 2022 3172 17323
1662034576 2022 3172 17323
1662037559 2022 3237 17323
1662037562 2022 3237 17323
1662038447 2022 3237 17339
1662038453 2022 3237 17339
1662038498 2022 3508 17339
1662038502 2022 3508 17339
1662038717 2234 3508 17339
1662038923 2234 3508 17339
1662042081 2240 3508 17339
1662044384 2240 3538 17339
1662044438 2240 3538 17339
1662045423 2240 3544 17339
1662047212 2240 3544 17341
