1661159537 0 0 1
1661174879 0 0 2
1661175005 0 0 3
1661178586 0 1 3
1661179007 1 1 3
1661179276 2 1 3
1661181468 2 2 3
1661181480 2 3 3
1661181691 3 3 3
1661181732 4 3 3
1661181740 5 3 3
1661249887 5 3 4
1661256758 5 4 4
1661256765 5 5 4
1661265704 5 5 5
1661265718 5 5 6
1661266288 5 6 6
1661266295 5 7 6
1661266313 5 8 6
1661266322 6 8 6
1661266352 7 8 6
1661334610 7 8 7
1661334760 7 8 8
1661336717 8 8 8
1661336725 9 8 8
1661344874 9 8 9
1661344891 9 8 10
1661349975 10 8 10
1661349983 11 8 10
1661352584 12 8 10
1661352586 12 8 11
1661352590 12 8 12
1661352608 12 8 13
1661353654 12 9 13
1661353660 12 10 13
1661353930 13 10 13
1661415568 13 11 13
1661417741 13 11 14
1661417754 13 11 15
1661418921 14 11 15
1661418928 15 11 15
1661419789 15 11 16
1661419815 16 11 16
1661419822 17 11 16
1661422196 17 12 16
1661422559 17 12 17
1661422564 18 12 18
1661422687 19 12 18
1661422832 19 12 19
1661422891 20 12 19
1661422896 21 12 19
1661423076 21 13 19
1661436834 21 14 19
1661440859 21 15 19
1661440881 22 15 19
1661440973 23 15 19
1661501868 23 15 20
1661501880 23 15 21
1661505415 23 15 22
1661507586 23 15 23
1661509434 23 15 24
1661509463 23 16 24
1661516759 24 16 24
1661516850 25 16 24
1661516902 25 16 25
1661517113 25 16 26
1661519040 25 17 26
1661519205 26 17 26
1661519252 27 17 26
1661519335 27 18 26
1661519358 27 19 26
1661526353 28 19 26
1661756220 28 20 26
1661757025 28 21 26
1661757457 28 21 27
1661757462 28 21 28
1661757837 29 21 28
1661757861 30 21 28
1661757965 30 22 28
1661761362 30 22 29
1661761369 30 22 30
1661761375 30 22 31
1661761416 30 23 31
1661761444 31 23 31
1661761449 32 23 31
1661761450 32 24 31
1661762011 32 24 32
1661765855 32 24 33
1661766111 33 24 33
1661766120 33 25 33
1661766123 33 25 34
1661766163 34 25 34
1661766172 34 26 34
1661766178 35 26 34
1661766259 35 27 34
1661767582 35 27 35
1661767591 35 27 36
1661767611 36 27 36
1661767645 37 27 36
1661768830 37 27 37
1661768836 37 27 38
1661781115 37 27 39
1661786172 37 28 39
1661786267 37 29 39
1661787116 38 29 39
1661787331 39 29 39
1661843053 40 29 39
1661850608 40 30 39
1661850634 41 30 39
1661850705 42 30 39
1661851550 42 30 40
1661851555 42 30 41
1661853874 43 30 41
1661853880 44 30 41
1661862694 45 30 41
1661862698 45 31 41
1661862887 45 32 41
1661862937 45 33 41
1661864289 45 33 42
1661864416 45 33 43
1661864568 45 33 44
1661865209 45 34 44
1661865212 45 35 44
1661865229 46 35 44
1661865271 47 35 44
1661869400 48 35 44
1661869404 48 36 44
1661869456 48 37 44
1661869710 48 38 44
1661869988 48 39 44
1661870418 49 39 44
1661871099 50 39 44
1661871104 50 40 44
1661871189 50 41 44
1661873508 50 41 45
1661873515 50 41 46
1661873594 51 41 46
1661873606 52 41 46
1661928437 52 41 47
1661928442 52 41 48
1661930240 52 42 48
1661930245 52 43 48
1661930298 53 43 48
1661930307 54 43 48
1661934605 54 43 49
1661934663 55 43 49
1661934667 56 43 49
1661937253 57 43 49
1661937369 57 44 49
1661937375 57 45 49
1661941707 58 45 49
1661951550 58 46 49
1661951562 59 46 49
1661951583 59 47 49
1661952773 59 48 49
1661953385 59 48 50
1661953391 59 48 51
1661954422 60 48 51
1661954427 61 48 51
1661956557 61 49 51
1661956592 62 49 51
1661956611 62 50 51
1661957060 62 51 51
1661958818 62 52 51
1661959215 63 52 51
1661959220 64 52 51
1662024473 64 52 52
1662024583 64 52 53
1662027044 64 53 53
1662034570 64 53 54
1662034576 64 53 55
1662037559 64 54 55
1662037562 64 55 55
1662038447 64 55 56
1662038453 64 55 57
1662038498 64 56 57
1662038502 64 57 57
1662038717 65 57 57
1662038923 66 57 57
1662042081 67 57 57
1662044384 67 58 57
1662044438 67 59 57
1662045423 67 60 57
1662047212 67 60 58
